Year,Component,Water type,Main soil type region,Company type,Season,Number of companies,Gem,Std,P10,P25,P50,P75,P90,Unit,DG,Perc dg
2010,Cadmium (Cd),leaching water,sand,dairy cattle,summer,105,0.24,0.26,0.05,0.11,0.15,0.28,0.43,µg/l,0.04,7.6
2010,Cadmium (Cd),ditch water,clay,arable farming,summer,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,97.0
2010,Cadmium (Cd),ditch water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,97.0
2010,Cadmium (Cd),ditch water,clay,dairy cattle,summer,53,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,100.0
2010,Cadmium (Cd),ditch water,clay,dairy cattle,winter,54,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,94.0
2010,Cadmium (Cd),ditch water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,92.0
2010,Cadmium (Cd),ditch water,clay,animal farm,summer,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,92.0
2010,Cadmium (Cd),ditch water,clay,all,summer,95,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,98.0
2010,Cadmium (Cd),ditch water,clay,all,winter,96,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,95.0
2010,Cadmium (Cd),ditch water,peat,dairy cattle,winter,48,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,92.0
2010,Cadmium (Cd),ditch water,peat,dairy cattle,summer,48,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,94.0
2010,Cadmium (Cd),ditch water,peat,all,winter,48,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,92.0
2010,Cadmium (Cd),ditch water,peat,all,summer,48,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,94.0
2010,Cadmium (Cd),leaching water,sand,animal farm,summer,40,0.45,0.4,0.12,0.23,0.4,0.47,0.92,µg/l,0.04,5.0
2010,Cadmium (Cd),leaching water,sand,all,summer,179,0.3,0.32,0.05,0.12,0.21,0.37,0.59,µg/l,0.04,7.3
2010,Cadmium (Cd),ditch water,sand,arable farming,winter,18,0.1,0.08,<dg,0.05,0.09,0.14,0.16,µg/l,0.04,17.0
2010,Cadmium (Cd),ditch water,sand,arable farming,summer,16,<dg,0.07,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,88.0
2010,Cadmium (Cd),ditch water,sand,dairy cattle,summer,25,<dg,0.05,<dg,<dg,<dg,<dg,0.1,µg/l,0.04,80.0
2010,Cadmium (Cd),ditch water,sand,dairy cattle,winter,27,0.14,0.19,<dg,<dg,0.06,0.13,0.53,µg/l,0.04,41.0
2010,Cadmium (Cd),ditch water,sand,animal farm,winter,10,0.31,0.2,0.09,0.16,0.28,0.51,0.61,µg/l,0.04,10.0
2010,Cadmium (Cd),ditch water,sand,animal farm,summer,10,0.11,0.08,<dg,0.06,0.1,0.17,0.22,µg/l,0.04,20.0
2010,Cadmium (Cd),ditch water,sand,all,winter,55,0.17,0.19,<dg,<dg,0.09,0.26,0.59,µg/l,0.04,27.0
2010,Cadmium (Cd),ditch water,sand,all,summer,51,0.05,0.07,<dg,<dg,<dg,0.06,0.17,µg/l,0.04,71.0
2010,Calcium (Ca),leaching water,clay,arable farming,winter,28,201,50.0,149,167,193,224,257,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,clay,dairy cattle,winter,55,177,98.0,99,114,154,198,235,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,clay,animal farm,winter,13,163,106.0,73,106,141,178,327,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,clay,all,winter,96,186,83.0,107,133,178,214,259,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,loess,arable farming,winter,13,76,38.0,55,56,60,78,96,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,loess,dairy cattle,winter,19,43,13.0,27,33,38,55,61,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,loess,animal farm,winter,12,62,23.0,43,47,54,72,95,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,loess,all,winter,44,61,31.0,34,43,57,67,94,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,peat,dairy cattle,winter,49,107,65.0,41,55,97,138,180,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,peat,all,winter,49,107,65.0,41,55,97,138,180,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,sand,arable farming,summer,34,51,24.0,23,34,49,60,79,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,sand,dairy cattle,summer,105,46,23.0,20,29,41,59,79,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,sand,animal farm,summer,40,47,22.0,26,32,43,63,82,mg/l,0.15,0.0
2010,Calcium (Ca),leaching water,sand,all,summer,179,47,23.0,22,31,43,61,80,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,arable farming,winter,29,183,70.0,123,143,169,193,307,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,arable farming,summer,29,134,53.0,77,87,129,181,204,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,dairy cattle,summer,53,107,104.0,51,61,72,106,177,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,dairy cattle,winter,54,147,100.0,75,90,119,167,201,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,animal farm,summer,13,117,97.0,50,58,87,102,288,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,animal farm,winter,13,127,86.0,47,83,110,136,217,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,all,summer,95,120,85.0,56,68,94,140,205,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,clay,all,winter,96,160,89.0,82,105,143,183,304,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,peat,dairy cattle,summer,48,61,21.0,36,50,59,71,83,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,peat,dairy cattle,winter,48,79,36.0,42,57,73,96,116,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,peat,all,summer,48,61,21.0,36,50,59,71,83,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,peat,all,winter,48,79,36.0,42,57,73,96,116,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,arable farming,winter,18,41,14.0,24,32,41,51,64,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,arable farming,summer,16,32,13.0,21,23,29,45,53,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,dairy cattle,summer,25,45,27.0,17,28,39,58,77,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,dairy cattle,winter,27,47,32.0,18,27,42,54,83,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,animal farm,winter,10,50,21.0,23,33,53,66,82,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,animal farm,summer,10,46,24.0,16,23,52,64,75,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,all,winter,55,47,27.0,18,29,44,59,82,mg/l,0.15,0.0
2010,Calcium (Ca),ditch water,sand,all,summer,51,43,25.0,16,24,38,57,67,mg/l,0.15,0.0
2010,Chloride (Cl),leaching water,clay,arable farming,winter,28,213,222.0,32,47,131,317,595,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,clay,dairy cattle,winter,55,203,511.0,21,26,70,119,316,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,clay,animal farm,winter,13,77,67.0,25,32,44,92,205,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,clay,all,winter,96,189,366.0,24,36,74,188,392,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,arable farming,winter,29,342,472.0,58,76,173,371,755,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,arable farming,summer,29,551,868.0,73,140,231,417,1344,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,dairy cattle,summer,53,464,1141,50,67,153,321,835,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,dairy cattle,winter,54,344,985,34,49,95,183,527,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,animal farm,summer,13,431,845,31,47,76,232,1736,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,animal farm,winter,13,179,334,35,35,47,121,299,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,all,winter,96,320,724,35,53,107,259,640,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,clay,all,summer,95,497,990,48,81,202,333,1131,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,peat,dairy cattle,winter,48,73,62,36,41,54,76,123,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,peat,dairy cattle,summer,48,115,137,55,62,74,107,149,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,peat,all,winter,48,73,62,36,41,54,76,123,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,peat,all,summer,48,115,137,55,62,74,107,149,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,arable farming,winter,18,44,14,31,35,39,55,74,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,arable farming,summer,16,52,27,27,34,45,67,102,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,dairy cattle,summer,25,40,22,19,24,34,46,68,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,dairy cattle,winter,27,31,12,17,23,31,36,45,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,animal farm,winter,10,42,22,27,32,35,47,70,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,animal farm,summer,10,48,56,16,17,32,46,143,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,all,summer,51,44,34,17,24,36,49,83,mg/l,0.21,0.0
2010,Chloride (Cl),ditch water,sand,all,winter,55,36,16,19,28,32,41,53,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,loess,arable farming,winter,13,31,13,18,22,28,35,39,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,loess,dairy cattle,winter,19,10,4.5,5.3,7.6,10,13,15,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,loess,animal farm,winter,12,21,12,8.2,14,19,24,41,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,loess,all,winter,44,21,14,7.6,11,19,28,39,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,peat,dairy cattle,winter,49,55,96,23,29,35,54,70,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,peat,all,winter,49,55,96,23,29,35,54,70,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,sand,arable farming,summer,34,45,18,27,36,41,49,68,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,sand,dairy cattle,summer,105,31,17,16,21,27,37,47,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,sand,animal farm,summer,40,35,15,17,21,32,50,52,mg/l,0.21,0.0
2010,Chloride (Cl),leaching water,sand,all,summer,179,34,18,17,22,31,44,51,mg/l,0.21,0.0
2010,Chromium (Cr),leaching water,clay,arable farming,winter,28,<dg,<dg,<dg,<dg,<dg,<dg,0.53,µg/l,0.5,86.0
2010,Chromium (Cr),leaching water,clay,dairy cattle,winter,55,<dg,<dg,<dg,<dg,<dg,0.54,0.8,µg/l,0.5,71.0
2010,Chromium (Cr),leaching water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,0.91,µg/l,0.5,85.0
2010,Chromium (Cr),leaching water,clay,all,winter,96,<dg,<dg,<dg,<dg,<dg,<dg,0.69,µg/l,0.5,77.0
2010,Chromium (Cr),leaching water,loess,arable farming,winter,13,12,0.65,0.71,0.9,11,14,19,µg/l,0.5,0.0
2010,Chromium (Cr),leaching water,loess,dairy cattle,winter,19,0.95,0.62,<dg,0.55,0.78,0.98,2,µg/l,0.5,16.0
2010,Chromium (Cr),leaching water,loess,animal farm,winter,12,12,0.51,0.62,0.86,12,14,1.5,µg/l,0.5,0.0
2010,Chromium (Cr),leaching water,loess,all,winter,44,11,0.61,<dg,0.71,0.95,14,2,µg/l,0.5,6.8
2010,Chromium (Cr),leaching water,peat,dairy cattle,winter,49,1.6,0.99,<dg,0.86,14,2,3,µg/l,0.5,8.2
2010,Chromium (Cr),leaching water,peat,all,winter,49,1.6,0.99,<dg,0.86,14,2,3,µg/l,0.5,8.2
2010,Chromium (Cr),ditch water,clay,arable farming,summer,29,<dg,<dg,<dg,<dg,<dg,<dg,0.67,µg/l,0.5,79.0
2010,Chromium (Cr),ditch water,clay,arable farming,winter,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.5,90.0
2010,Chromium (Cr),ditch water,clay,dairy cattle,summer,53,<dg,<dg,<dg,<dg,<dg,<dg,0.55,µg/l,0.5,83.0
2010,Chromium (Cr),ditch water,clay,dairy cattle,winter,54,<dg,<dg,<dg,<dg,<dg,<dg,0.65,µg/l,0.5,80.0
2010,Chromium (Cr),ditch water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,0.59,µg/l,0.5,77.0
2010,Chromium (Cr),ditch water,clay,animal farm,summer,13,<dg,<dg,<dg,<dg,<dg,0.55,0.67,µg/l,0.5,62.0
2010,Chromium (Cr),ditch water,clay,all,winter,96,<dg,<dg,<dg,<dg,<dg,<dg,0.63,µg/l,0.5,82.0
2010,Chromium (Cr),ditch water,clay,all,summer,95,<dg,<dg,<dg,<dg,<dg,<dg,0.63,µg/l,0.5,79.0
2010,Chromium (Cr),ditch water,peat,dairy cattle,winter,48,0.86,<dg,<dg,0.55,0.9,1,1.5,µg/l,0.5,19.0
2010,Chromium (Cr),ditch water,peat,dairy cattle,summer,48,0.59,<dg,<dg,<dg,0.51,0.73,11,µg/l,0.5,46.0
2010,Chromium (Cr),ditch water,peat,all,winter,48,0.86,<dg,<dg,0.55,0.9,1,1.5,µg/l,0.5,19.0
2010,Chromium (Cr),ditch water,peat,all,summer,48,0.59,<dg,<dg,<dg,0.51,0.73,11,µg/l,0.5,46.0
2010,Chromium (Cr),leaching water,sand,arable farming,summer,34,2,1,0.82,12,1.8,2.8,3.5,µg/l,0.5,2.9
2010,Chromium (Cr),leaching water,sand,dairy cattle,summer,105,21,11,0.8,13,2,2.8,3.5,µg/l,0.5,3.8
2010,Chromium (Cr),leaching water,sand,animal farm,summer,40,22,13,0.94,12,17,33,4.1,µg/l,0.5,0.0
2010,Chromium (Cr),leaching water,sand,all,summer,179,21,11,0.8,12,19,3,3.6,µg/l,0.5,2.8
2010,Chromium (Cr),ditch water,sand,arable farming,summer,16,11,0.81,<dg,0.51,0.95,17,2.6,µg/l,0.5,19.0
2010,Chromium (Cr),ditch water,sand,arable farming,winter,18,1.6,0.71,0.81,1,1.6,23,2.5,µg/l,0.5,5.6
2010,Chromium (Cr),ditch water,sand,dairy cattle,winter,27,12,0.69,<dg,0.67,11,1.8,22,µg/l,0.5,15.0
2010,Chromium (Cr),ditch water,sand,dairy cattle,summer,25,0.66,<dg,<dg,<dg,0.51,0.85,14,µg/l,0.5,44.0
2010,Chromium (Cr),ditch water,sand,animal farm,winter,10,19,1,11,13,17,24,3.5,µg/l,0.5,10.0
2010,Chromium (Cr),ditch water,sand,animal farm,summer,10,14,0.82,0.56,0.77,14,22,2.6,µg/l,0.5,10.0
2010,Chromium (Cr),ditch water,sand,all,summer,51,0.92,0.69,<dg,<dg,0.6,14,21,µg/l,0.5,29.0
2010,Chromium (Cr),ditch water,sand,all,winter,55,14,0.83,<dg,0.82,14,2,2.5,µg/l,0.5,11.0
2010,Iron (Fe),leaching water,clay,arable farming,winter,28,0.5,1.8,<dg,<dg,<dg,0.06,0.4,mg/l,0.05,71.0
2010,Iron (Fe),leaching water,clay,dairy cattle,winter,55,0.89,17,<dg,<dg,0.13,0.95,23,mg/l,0.05,40.0
2010,Iron (Fe),leaching water,clay,animal farm,winter,13,14,21,<dg,0.09,0.18,21,5.4,mg/l,0.05,23.0
2010,Iron (Fe),leaching water,clay,all,winter,96,0.79,1.8,<dg,<dg,<dg,0.58,23,mg/l,0.05,47.0
2010,Iron (Fe),leaching water,loess,arable farming,winter,13,0.42,1,<dg,<dg,<dg,<dg,13,mg/l,0.05,85.0
2010,Iron (Fe),leaching water,loess,dairy cattle,winter,19,0.13,0.39,<dg,<dg,<dg,<dg,0.18,mg/l,0.05,84.0
2010,Iron (Fe),leaching water,loess,animal farm,winter,12,<dg,0.07,<dg,<dg,<dg,<dg,<dg,mg/l,0.05,92.0
2010,Iron (Fe),leaching water,loess,all,winter,44,0.21,0.7,<dg,<dg,<dg,<dg,0.28,mg/l,0.05,86.0
2010,Iron (Fe),leaching water,peat,dairy cattle,winter,49,5.6,5.3,1.5,2,3.8,6.4,12,mg/l,0.05,2.0
2010,Iron (Fe),leaching water,peat,all,winter,49,5.6,5.3,1.5,2,3.8,6.4,12,mg/l,0.05,2.0
2010,Iron (Fe),leaching water,sand,arable farming,summer,34,2.7,33,0.13,0.34,12,3.7,9.2,mg/l,0.05,0.0
2010,Iron (Fe),leaching water,sand,dairy cattle,summer,105,5.6,5.8,0.28,1.5,3.6,7.6,15,mg/l,0.05,19.0
2010,Iron (Fe),leaching water,sand,animal farm,summer,40,4,4.8,0.12,0.71,2,6.5,13,mg/l,0.05,5.0
2010,Iron (Fe),leaching water,sand,all,summer,179,4.6,5.3,0.19,0.76,2.7,6.5,11,mg/l,0.05,22.0
2010,Iron (Fe),ditch water,clay,arable farming,winter,29,0.28,0.82,<dg,<dg,<dg,0.14,0.42,mg/l,0.05,55.0
2010,Iron (Fe),ditch water,clay,arable farming,summer,29,0.23,0.38,<dg,<dg,0.07,0.19,0.56,mg/l,0.05,28.0
2010,Iron (Fe),ditch water,clay,dairy cattle,winter,54,0.25,0.36,<dg,<dg,0.06,0.36,0.78,mg/l,0.05,46.0
2010,Iron (Fe),ditch water,clay,dairy cattle,summer,53,0.23,0.28,<dg,0.08,0.14,0.25,0.5,mg/l,0.05,9.4
2010,Iron (Fe),ditch water,clay,animal farm,summer,13,0.29,0.5,<dg,0.06,0.08,0.29,0.6,mg/l,0.05,23.0
2010,Iron (Fe),ditch water,clay,animal farm,winter,13,0.32,0.38,<dg,<dg,0.13,0.53,0.8,mg/l,0.05,31.0
2010,Iron (Fe),ditch water,clay,all,winter,96,0.28,0.61,<dg,<dg,0.06,0.27,0.64,mg/l,0.05,47.0
2010,Iron (Fe),ditch water,clay,all,summer,95,0.24,0.36,<dg,0.06,0.11,0.25,0.53,mg/l,0.05,17.0
2010,Iron (Fe),ditch water,peat,dairy cattle,winter,48,1,0.82,0.19,0.33,0.77,1.6,22,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,peat,dairy cattle,summer,48,0.93,14,0.13,0.21,0.35,11,22,mg/l,0.05,21.0
2010,Iron (Fe),ditch water,peat,all,winter,48,1,0.82,0.19,0.33,0.77,1.6,22,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,peat,all,summer,48,0.93,14,0.13,0.21,0.35,11,22,mg/l,0.05,21.0
2010,Iron (Fe),ditch water,sand,arable farming,winter,18,1.5,14,0.19,0.32,13,2,3.7,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,sand,arable farming,summer,16,2,21,0.32,0.42,14,2.6,6.3,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,sand,dairy cattle,winter,27,12,0.82,0.32,0.54,0.94,19,24,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,sand,dairy cattle,summer,25,1.6,1.5,0.25,0.51,0.98,23,4.2,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,sand,animal farm,winter,10,0.68,0.6,0.11,0.27,0.47,0.9,17,mg/l,0.05,0.0
2010,Iron (Fe),ditch water,sand,animal farm,summer,10,1.8,1.8,0.06,0.22,14,3.2,4.6,mg/l,0.05,10.0
2010,Iron (Fe),ditch water,sand,all,summer,51,17,17,0.19,0.39,12,2.5,4.6,mg/l,0.05,2.0
2010,Iron (Fe),ditch water,sand,all,winter,55,11,0.96,0.18,0.39,0.85,1.8,2.5,mg/l,0.05,0.0
2010,Potassium (K),leaching water,clay,arable farming,winter,28,8.6,4.1,3.6,5.4,7.3,11,14,mg/l,0.1,0.0
2010,Potassium (K),leaching water,clay,dairy cattle,winter,55,9.3,7.5,0.93,3.5,7.8,12,18,mg/l,0.1,0.0
2010,Potassium (K),leaching water,clay,animal farm,winter,13,10,9.2,11,13,10,15,24,mg/l,0.1,0.0
2010,Potassium (K),leaching water,clay,all,winter,96,9.1,6.6,13,4.3,7.9,12,17,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,arable farming,summer,29,19.0,20.0,6.9,8.8,12.0,17.0,50.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,arable farming,winter,29,13.0,8.8,5.5,7.9,11.0,14.0,22.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,dairy cattle,winter,54,14.0,10.0,3,6.2,11.0,17.0,22.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,dairy cattle,summer,53,15.0,11.0,3.9,5.3,12.0,21.0,28.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,animal farm,summer,13,14.0,18.0,33,6.1,11.0,12.0,16.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,animal farm,winter,13,11.0,7.7,2.9,6.4,11.0,14.0,19.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,all,summer,95,17.0,17.0,4.7,7.6,12.0,17.0,33.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,clay,all,winter,96,13.0,9.4,33,6.9,11.0,17.0,22.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,peat,dairy cattle,winter,48,11.0,4.6,5.7,7.9,10.0,12.0,15.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,peat,dairy cattle,summer,48,9.1,5.4,5,6.5,7.6,11.0,13.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,peat,all,winter,48,11.0,4.6,5.7,7.9,10.0,12.0,15.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,peat,all,summer,48,9.1,5.4,5,6.5,7.6,11.0,13.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,arable farming,winter,18,10.0,6.0,4,5.5,9.0,12.0,21.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,arable farming,summer,16,8.7,3.5,5.3,6.7,7.8,11.0,15.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,dairy cattle,winter,27,11.0,6.2,5.4,6.1,8.6,14.0,20.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,dairy cattle,summer,25,10.0,6.4,4.1,6.7,9.3,12.0,16.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,animal farm,winter,10,20.0,11.0,9.3,13,17.0,24.0,39.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,animal farm,summer,10,21.0,19.0,6.7,10,14.0,22.0,56.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,all,winter,55,13.0,8.3,5.3,6.8,9.7,17.0,24.0,mg/l,0.1,0.0
2010,Potassium (K),ditch water,sand,all,summer,51,12.0,12.0,4.3,6.9,10.0,14.0,22.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,loess,arable farming,winter,13,12.0,0.89,0.6,0.7,0.8,12.0,22.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,loess,dairy cattle,winter,19,1.0,0.88,0.59,0.6,0.75,0.93,1.6,mg/l,0.1,0.0
2010,Potassium (K),leaching water,loess,animal farm,winter,12,21.0,2.7,0.6,0.79,0.92,14.0,4.9,mg/l,0.1,0.0
2010,Potassium (K),leaching water,loess,all,winter,44,14.0,17.0,0.6,0.61,0.85,12.0,2.9,mg/l,0.1,0.0
2010,Potassium (K),leaching water,peat,dairy cattle,winter,49,14.0,16.0,4,6.5,11.0,14.0,20.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,peat,all,winter,49,14.0,16.0,4,6.5,11.0,14.0,20.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,sand,arable farming,summer,34,19.0,13.0,5.1,10,15.0,26.0,36.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,sand,dairy cattle,summer,105,17.0,9.2,7.4,10,16.0,21.0,28.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,sand,animal farm,summer,40,20.0,14.0,6.6,12,15.0,24.0,40.0,mg/l,0.1,0.0
2010,Potassium (K),leaching water,sand,all,summer,179,18.0,11.0,6.3,11,15.0,23.0,32.0,mg/l,0.1,0.0
2010,Copper (Cu),leaching water,clay,arable farming,winter,28,2.6,11.0,1.5,1.8,2.5,3.0,4.1,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,clay,dairy cattle,winter,55,3.2,1.5,1.5,21,3.0,4.2,5.3,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,clay,animal farm,winter,13,33.0,19.0,13,19,24.0,5.1,6.4,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,clay,all,winter,96,3.0,1.5,1.5,19,2.7,4.0,5.1,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,loess,arable farming,winter,13,1.8,0.74,11,13,1.8,1.8,21.0,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,loess,dairy cattle,winter,19,19.0,0.6,13,14,1.6,2.5,2.7,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,loess,animal farm,winter,12,24.0,13.0,1.6,17,1.8,23.0,4.1,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,loess,all,winter,44,2.0,0.94,12,14,1.8,21.0,3.2,µg/l,0.5,0.0
2010,Copper (Cu),leaching water,peat,dairy cattle,winter,49,4.2,34.0,1,1.8,3.2,5.8,8.8,µg/l,0.5,8.2
2010,Copper (Cu),leaching water,peat,all,winter,49,4.2,34.0,1,1.8,3.2,5.8,8.8,µg/l,0.5,8.2
2010,Copper (Cu),ditch water,clay,arable farming,summer,29,14.0,12.0,0.63,0.8,0.93,1.5,21.0,µg/l,0.5,34.0
2010,Copper (Cu),ditch water,clay,arable farming,winter,29,21.0,0.96,0.85,14,22.0,2.8,31.0,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,clay,dairy cattle,winter,54,2.5,2.7,13,1.5,19.0,2.5,3.2,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,clay,dairy cattle,summer,53,0.88,0.61,<dg,<dg,0.66,13.0,17.0,µg/l,0.5,36.0
2010,Copper (Cu),ditch water,clay,animal farm,winter,13,2.9,11.0,14,2,2.9,3.7,4.4,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,clay,animal farm,summer,13,14.0,0.88,<dg,0.81,12.0,1.8,23.0,µg/l,0.5,23.0
2010,Copper (Cu),ditch water,clay,all,summer,95,12.0,0.97,<dg,0.63,0.92,14.0,21.0,µg/l,0.5,24.0
2010,Copper (Cu),ditch water,clay,all,winter,96,24.0,19.0,12,1.5,21.0,2.9,34.0,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,peat,dairy cattle,winter,48,22.0,13.0,0.78,14,21.0,2.5,3.5,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,peat,dairy cattle,summer,48,0.93,0.66,<dg,<dg,0.81,13.0,1.5,µg/l,0.5,29.0
2010,Copper (Cu),ditch water,peat,all,winter,48,22,13,0.78,14,21,2.5,3.5,µg/l,0.5,0.0
2010,Copper (Cu),ditch water,peat,all,summer,48,0.93,0.66,<dg,<dg,0.81,13,1.5,µg/l,0.5,29.0
